sha	commit_date	author	committer	signed	parents	subject
6fa44850eb811b319daf8d0c80d17a8150e8f6b7	2026-07-23T18:13:13+10:00	mssonicbld	GitHub	signed	fdd86b52ffd5f054852247dd7abea0ad47cf4840	[docker-dash-engine]: Make supervisord-dependent-startup install base-agnostic (#28587)
fdd86b52ffd5f054852247dd7abea0ad47cf4840	2026-07-23T06:13:07+10:00	mssonicbld	GitHub	signed	fe5ae5db34c88c8e8d331b3d16c01540cef906ca	[submodule] Update submodule sonic-swss to the latest HEAD automatically (#28559)
fe5ae5db34c88c8e8d331b3d16c01540cef906ca	2026-07-20T21:12:35+10:00	mssonicbld	GitHub	signed	bf6195c7686114290d0c7308fd6066c04e931917	[submodule] Update submodule sonic-sairedis to the latest HEAD automatically (#28494)
bf6195c7686114290d0c7308fd6066c04e931917	2026-07-20T12:12:54+10:00	mssonicbld	GitHub	signed	2f78145f953b37bb2e12eb01492a3a8a9765a21d	[submodule] Update submodule sonic-utilities to the latest HEAD automatically (#28487)
2f78145f953b37bb2e12eb01492a3a8a9765a21d	2026-07-20T12:12:47+10:00	mssonicbld	GitHub	signed	2202a9e1652677934b927cfaeb948fa75ef1ea6b	[submodule] Update submodule sonic-sairedis to the latest HEAD automatically (#28312)
2202a9e1652677934b927cfaeb948fa75ef1ea6b	2026-07-16T22:13:10+10:00	mssonicbld	GitHub	signed	db7b649df5ea5b8a8426d554d7bc759331e81c0d	[submodule] Update submodule sonic-utilities to the latest HEAD automatically (#28422)
db7b649df5ea5b8a8426d554d7bc759331e81c0d	2026-07-16T21:46:56+10:00	Austin (Thang Pham)	GitHub	signed	0181c647f3dcf943fd4e5e2e51476ad1aa9b4015	fix(docker-ptf): update Go to 1.25.12 (#28425)
0181c647f3dcf943fd4e5e2e51476ad1aa9b4015	2026-07-16T20:12:53+10:00	mssonicbld	GitHub	signed	18a25e93d4d132e183c92fc232c7cccf593dc202	[submodule] Update submodule sonic-dash-ha to the latest HEAD automatically (#28261)
18a25e93d4d132e183c92fc232c7cccf593dc202	2026-07-15T21:28:37-07:00	Deepak Singhal	GitHub	signed	a52b2d50240f307d8008b3c9e1231c04d615174f	[sonic-frr]: backport FRRouting/frr PR 20181 to fix tcpdump-triggered route re-download (#28043) (#28418)
a52b2d50240f307d8008b3c9e1231c04d615174f	2026-07-15T16:11:51+10:00	Austin (Thang Pham)	GitHub	signed	8a5aacd020050ea9170b4b8aedda942d5dde64ad	fix(docker-ptf): replace end-of-life Wireshark with source-built 4.6.6 CLI tools (#28289)
8a5aacd020050ea9170b4b8aedda942d5dde64ad	2026-07-15T15:59:38+10:00	Austin (Thang Pham)	GitHub	signed	63f17ae505b85275482fef3274201014c07fed91	fix(docker-ptf): pin grpcio/grpcio-tools/protobuf so gNMI stubs load (#28271)
63f17ae505b85275482fef3274201014c07fed91	2026-07-14T14:02:29-07:00	Deepak Singhal	GitHub	signed	dab33bc2f093ac9634492f2dcac34718eca3b41d	[frr]: Fix zebra NB RIB route lookup_next route_node lock under-run (#28260)
dab33bc2f093ac9634492f2dcac34718eca3b41d	2026-07-15T04:12:37+10:00	mssonicbld	GitHub	signed	b8d795d9421847c877901ad14a7e31ab4ad74d71	[ci] correctly treat nvidia-bluefield as arm64 when freezing the versions (#28285)
b8d795d9421847c877901ad14a7e31ab4ad74d71	2026-07-15T02:12:57+10:00	mssonicbld	GitHub	signed	8c01c4bd1ab49aa6d2fcbe089d5e68dd30df208f	[submodule] Update submodule sonic-utilities to the latest HEAD automatically (#28402)
8c01c4bd1ab49aa6d2fcbe089d5e68dd30df208f	2026-07-15T01:12:47+10:00	mssonicbld	GitHub	signed	a94b04df69b43cfec59eddaac54b5c673f1cc2ff	[submodule] Update submodule dhcpmon to the latest HEAD automatically (#28350)
a94b04df69b43cfec59eddaac54b5c673f1cc2ff	2026-07-14T19:13:21+10:00	mssonicbld	GitHub	signed	4fbeb85302ee24c96986c1e1722b4b7d7b6a7559	[submodule] Update submodule sonic-platform-common to the latest HEAD automatically (#28311)
4fbeb85302ee24c96986c1e1722b4b7d7b6a7559	2026-07-14T19:13:09+10:00	mssonicbld	GitHub	signed	b9b3b0bcb4edcef9a394a223035d131f0cddd441	[yang-mgmt] Treat empty CONFIG DB leaf-list (['']) as empty so libyang3 accepts empty pattern-constrained leaf-lists (#28308)
b9b3b0bcb4edcef9a394a223035d131f0cddd441	2026-07-14T10:13:42+10:00	mssonicbld	GitHub	signed	a07805687aa6237304461bc0658564ee9fe91de6	[submodule] Update submodule sonic-utilities to the latest HEAD automatically (#28385)
a07805687aa6237304461bc0658564ee9fe91de6	2026-07-09T13:49:33-07:00	Justin Wong	GitHub	signed	9c84048a4240ea5d358f74b0821d2d51bba9a3b5	[202605] Bump arista drivers submodule commit hash(#28223)
9c84048a4240ea5d358f74b0821d2d51bba9a3b5	2026-07-05T19:12:46+10:00	mssonicbld	GitHub	signed	68e952b30f2be0c6f564c0c8a483b95eb030a703	[submodule] Update submodule sonic-dash-ha to the latest HEAD automatically (#28234)
68e952b30f2be0c6f564c0c8a483b95eb030a703	2026-07-04T20:12:28+10:00	mssonicbld	GitHub	signed	3b86d132fa57b86616753a76d17e6d17b0790268	[submodule] Update submodule dhcpmon to the latest HEAD automatically (#28232)
3b86d132fa57b86616753a76d17e6d17b0790268	2026-07-04T19:12:55+10:00	mssonicbld	GitHub	signed	77cfa809d74ea27fbee20920434b456cebb123dd	[submodule] Update submodule sonic-sairedis to the latest HEAD automatically (#28242)
77cfa809d74ea27fbee20920434b456cebb123dd	2026-07-03T20:13:15+10:00	mssonicbld	GitHub	signed	eaf24f49a4c0d6832c902b3bc2941e2f13ffffdf	[submodule] Update submodule sonic-sairedis to the latest HEAD automatically (#28235)
eaf24f49a4c0d6832c902b3bc2941e2f13ffffdf	2026-07-01T16:12:51+10:00	mssonicbld	GitHub	signed	f55dc7c1e85c0aec2cef25992a4a4455c503d394	[build] Stop installing python3-regex via apt to avoid pip uninstall-no-record-file failure (#28182)
f55dc7c1e85c0aec2cef25992a4a4455c503d394	2026-06-29T18:12:44+10:00	mssonicbld	GitHub	signed	0da1ad7089fa31fffadec140a306ab1de3b4218b	[submodule] Update submodule sonic-dash-ha to the latest HEAD automatically (#28104)
0da1ad7089fa31fffadec140a306ab1de3b4218b	2026-06-28T17:13:20-07:00	Aravind-Subbaroyan	GitHub	signed	3738c7879e9d7de0f879b0a7fd1a1e26cdc27944	Update cisco-8000.ini (#28120)
3738c7879e9d7de0f879b0a7fd1a1e26cdc27944	2026-06-28T05:12:47+10:00	mssonicbld	GitHub	signed	19d89fa8b5744efdb0c8ede10ba329f9b9b1eabc	[ci/build]: Upgrade SONiC package versions (#28123)
19d89fa8b5744efdb0c8ede10ba329f9b9b1eabc	2026-06-26T11:42:56-07:00	rameshraghupathy	GitHub	signed	c89365b590606156802ec6fe81db49fa87ab7a32	[docker] Prevent first-boot platform startup failures by disabling IPv6 iptables management (#28024)
c89365b590606156802ec6fe81db49fa87ab7a32	2026-06-26T20:12:52+10:00	mssonicbld	GitHub	signed	6757a7152121656b9878eadbf246078087f4ba40	[submodule] Update submodule sonic-swss to the latest HEAD automatically (#28058)
6757a7152121656b9878eadbf246078087f4ba40	2026-06-25T15:05:23-07:00	Vasundhara Volam	GitHub	signed	ec2aea9779d402d2f22146ff637b69df21ac07ab	[smartswitch]: Add dpu_auto_recovery flag to SmartSwitch NPU default config (#27385) (#27792)
ec2aea9779d402d2f22146ff637b69df21ac07ab	2026-06-25T23:12:54+10:00	mssonicbld	GitHub	signed	19f6272c01c8f687f38ab6c15f559e6f2a0521cf	[submodule] Update submodule sonic-dash-ha to the latest HEAD automatically (#28082)
19f6272c01c8f687f38ab6c15f559e6f2a0521cf	2026-06-24T21:12:59+10:00	mssonicbld	GitHub	signed	2ac9fd1140d8d365e75645d78048869bb9391899	[dhcp_server] make dhcpservd readiness check idempotent (#28056)
2ac9fd1140d8d365e75645d78048869bb9391899	2026-06-24T20:12:58+10:00	mssonicbld	GitHub	signed	17a11c3c9aa389a1e836d56151305c1e33c26d62	[build] upgrade p4lang-pi package version (#28052)
17a11c3c9aa389a1e836d56151305c1e33c26d62	2026-06-23T15:43:28-07:00	yijingyan2	GitHub	signed	2101240ae6a181b8d2905e391084719fc2c0afb6	add a pipeline to build and publish docker-ptf (#28034)
2101240ae6a181b8d2905e391084719fc2c0afb6	2026-06-23T20:12:30+10:00	mssonicbld	GitHub	signed	ad3f55286a2dc0f89c0c4186bb078fbf70585d0d	[Mellanox] Fix thermalctld ValueError when reading sai.profile during reload (#28040)
ad3f55286a2dc0f89c0c4186bb078fbf70585d0d	2026-06-23T08:12:26+10:00	mssonicbld	GitHub	signed	213900c7a74baddb1025d5695a83750f2319758a	[Broadcom] Upgrade Broadcom xgs SAI version to 15.2.0.0.0.0.3.1 (#28022)
213900c7a74baddb1025d5695a83750f2319758a	2026-06-22T19:12:40+10:00	mssonicbld	GitHub	signed	27c671bf191aab8a0ddd8a7801d72359bdc693f9	[submodule] Update submodule sonic-dash-ha to the latest HEAD automatically (#28013)
27c671bf191aab8a0ddd8a7801d72359bdc693f9	2026-06-22T13:12:37+10:00	mssonicbld	GitHub	signed	9954cef6ba4e356a2661edb6ba0cae4db6e37707	[broadcom] Bump legacy-th SAI to 13.2.1.120 (OCP 1.18.1 compat) (#27990)
9954cef6ba4e356a2661edb6ba0cae4db6e37707	2026-06-22T03:13:00+10:00	mssonicbld	GitHub	signed	20d8bc523ef3a6ced4ab41cf427e455540dd61c8	[submodule] Update submodule sonic-stp to the latest HEAD automatically (#27969)
20d8bc523ef3a6ced4ab41cf427e455540dd61c8	2026-06-22T03:12:53+10:00	mssonicbld	GitHub	signed	42035a8538f358163f6a0e661a492c4c382d8539	[submodule] Update submodule sonic-dash-ha to the latest HEAD automatically (#27967)
42035a8538f358163f6a0e661a492c4c382d8539	2026-06-20T19:12:55+10:00	mssonicbld	GitHub	signed	6ecff5795c91a6038c74484b79adeb3f98530ef5	[submodule] Update submodule sonic-snmpagent to the latest HEAD automatically (#27968)
6ecff5795c91a6038c74484b79adeb3f98530ef5	2026-06-20T18:12:35+10:00	mssonicbld	GitHub	signed	8df918a74729503c289fd7461dcaf84386d528f0	[submodule] Update submodule sonic-restapi to the latest HEAD automatically (#27958)
8df918a74729503c289fd7461dcaf84386d528f0	2026-06-20T17:13:09+10:00	mssonicbld	GitHub	signed	08521d69d0304b5a0f95595b7439fce4977c731f	[submodule] Update submodule platform/vpp to the latest HEAD automatically (#27965)
08521d69d0304b5a0f95595b7439fce4977c731f	2026-06-20T03:13:12+10:00	mssonicbld	GitHub	signed	777ed7ef68777374d0afaaeafded3c89c433bb73	[submodule] Update submodule sonic-redfish to the latest HEAD automatically (#27973)
777ed7ef68777374d0afaaeafded3c89c433bb73	2026-06-18T12:13:07+10:00	mssonicbld	GitHub	signed	8dfe4adbe2ecbee640d77848a7733abd61b5e180	[submodule] Update submodule sonic-snmpagent to the latest HEAD automatically (#27959)
8dfe4adbe2ecbee640d77848a7733abd61b5e180	2026-06-18T12:12:56+10:00	mssonicbld	GitHub	signed	e78680cb11c18ca9dca9eab492982c7296ccfdcd	[submodule] Update submodule sonic-dash-ha to the latest HEAD automatically (#27952)
e78680cb11c18ca9dca9eab492982c7296ccfdcd	2026-06-18T12:12:49+10:00	mssonicbld	GitHub	signed	5192c67e6b543779ace4f23f0828d5b6a2aa7073	[submodule] Update submodule linkmgrd to the latest HEAD automatically (#27949)
5192c67e6b543779ace4f23f0828d5b6a2aa7073	2026-06-18T12:12:41+10:00	mssonicbld	GitHub	signed	1bb59a4f0ff2ab7d809d4d1d196467dde7520c09	[submodule] Update submodule dhcprelay to the latest HEAD automatically (#27948)
1bb59a4f0ff2ab7d809d4d1d196467dde7520c09	2026-06-18T11:13:05+10:00	mssonicbld	GitHub	signed	33291c8896cdcebca64abfdef894ca6e29c1e739	[submodule] Update submodule sonic-platform-daemons to the latest HEAD automatically (#27956)
33291c8896cdcebca64abfdef894ca6e29c1e739	2026-06-18T05:12:53+10:00	mssonicbld	GitHub	signed	f06274df15aa7c736b991c156391db3082ff9399	[submodule] Update submodule sonic-platform-common to the latest HEAD automatically (#27955)
f06274df15aa7c736b991c156391db3082ff9399	2026-06-18T03:13:02+10:00	mssonicbld	GitHub	signed	5d56b2733eb615ac76ff3bd17b6c752817624bf1	[submodule] Update submodule sonic-py-swsssdk to the latest HEAD automatically (#27957)
5d56b2733eb615ac76ff3bd17b6c752817624bf1	2026-06-18T01:13:10+10:00	mssonicbld	GitHub	signed	0e3224dd15299d91f5d5d2bcb78d7545b10acdba	[submodule] Update submodule sonic-dbsyncd to the latest HEAD automatically (#27953)
0e3224dd15299d91f5d5d2bcb78d7545b10acdba	2026-06-17T23:13:51+10:00	mssonicbld	GitHub	signed	2257a896991d71291579b1ebbe08a8be676519b0	[submodule] Update submodule sonic-host-services to the latest HEAD automatically (#27954)
2257a896991d71291579b1ebbe08a8be676519b0	2026-06-17T21:13:14+10:00	mssonicbld	GitHub	signed	7c11c58c300637d0f925e35a075c920e8a499f96	[submodule] Update submodule sonic-bmp to the latest HEAD automatically (#27950)
7c11c58c300637d0f925e35a075c920e8a499f96	2026-06-17T00:12:57+10:00	mssonicbld	GitHub	signed	5ab5ab66ceccca863914684cf9890cfa71cff9f5	[submodule] Update submodule sonic-sairedis to the latest HEAD automatically (#27912)
5ab5ab66ceccca863914684cf9890cfa71cff9f5	2026-06-16T00:13:16+10:00	mssonicbld	GitHub	signed	eba702cd2de3fa6e2c9fa58a59d415dec8d7a9b2	[submodule] Update submodule sonic-utilities to the latest HEAD automatically (#27892)
eba702cd2de3fa6e2c9fa58a59d415dec8d7a9b2	2026-06-15T18:12:41+10:00	mssonicbld	GitHub	signed	0e755959148d9f1444cf5ff4d9c3a374e29ed7e4	[submodule] Update submodule platform/vpp to the latest HEAD automatically (#27891)
0e755959148d9f1444cf5ff4d9c3a374e29ed7e4	2026-06-14T21:12:54+08:00	mssonicbld	GitHub	signed	c93c09366c402f5d9392b061a6513644015a8d93	[submodule] Update submodule sonic-swss-common to the latest HEAD automatically (#27879)
c93c09366c402f5d9392b061a6513644015a8d93	2026-06-14T18:12:52+08:00	mssonicbld	GitHub	signed	2d1d944d7c8805ff8db20790cc1e35a702072449	[submodule] Update submodule sonic-swss to the latest HEAD automatically (#27878)
2d1d944d7c8805ff8db20790cc1e35a702072449	2026-06-13T23:06:12-07:00	yijingyan2	GitHub	signed	d0a0db6232b51bcedf2b86dc46a40e46e1dc54b1	add LIBYANG3_PY3 to lib-packages (#27881)
d0a0db6232b51bcedf2b86dc46a40e46e1dc54b1	2026-06-13T23:04:30-07:00	mssonicbld	GitHub	signed	f4fbfd39d91a74549361ef7b481ff52482962c12	[commonlib] Add libnexthopgroup (sonic-fib) to lib-packages target (#27880)
f4fbfd39d91a74549361ef7b481ff52482962c12	2026-06-14T10:12:53+08:00	mssonicbld	GitHub	signed	92edf131b1a7a49ec0187a1ca142a1be8ba0b87b	[ci/build]: Upgrade SONiC package versions (#27873)
92edf131b1a7a49ec0187a1ca142a1be8ba0b87b	2026-06-13T13:04:24-07:00	mssonicbld	GitHub	signed	da1b022cf7054490ff7f26c618c0398f41e5aa31	[submodule][202605] Update submodule sonic-utilities to the latest HEAD automatically (#27773)
da1b022cf7054490ff7f26c618c0398f41e5aa31	2026-06-13T20:12:47+08:00	mssonicbld	GitHub	signed	ed70e90fefe75b0081560a0b2f3321963c2df994	[submodule] Update submodule sonic-swss to the latest HEAD automatically (#27772)
ed70e90fefe75b0081560a0b2f3321963c2df994	2026-06-12T15:24:34-07:00	mssonicbld	GitHub	signed	e2d240c7aad2a9b2bd8a5f8c809a4417899a9b9b	Fix p4lang file removal path (#27856)
e2d240c7aad2a9b2bd8a5f8c809a4417899a9b9b	2026-06-13T05:12:38+08:00	mssonicbld	GitHub	signed	8841ccaeade283acf167476e5b58e8ca823da204	Add new sku for SmartSwitch Mellanox-SN4280-O4X96 (#27834)
8841ccaeade283acf167476e5b58e8ca823da204	2026-06-11T19:52:25-07:00	rookie-who	GitHub	signed	d2631564a78f639e39296ab2d29a9009a6820b68	[202605] Tell p4lang to use protobuf and grpcio installed via pip (#27825)
d2631564a78f639e39296ab2d29a9009a6820b68	2026-06-12T07:12:00+08:00	mssonicbld	GitHub	signed	82b7ea952fa9c7f264b5143ba424ae0a12d7e220	[submodule] Update submodule sonic-host-services to the latest HEAD automatically (#27715)
82b7ea952fa9c7f264b5143ba424ae0a12d7e220	2026-06-12T02:12:54+08:00	mssonicbld	GitHub	signed	0b323f923fd36d411e6df06faadca039299e3c61	[rules] Remove libyang1, keep only libyang3 (#27783)
0b323f923fd36d411e6df06faadca039299e3c61	2026-06-11T06:12:38+08:00	mssonicbld	GitHub	signed	3172388d0e1b778e005d16666801dbb374a332ea	[submodule] Update submodule sonic-platform-common to the latest HEAD automatically (#27768)
3172388d0e1b778e005d16666801dbb374a332ea	2026-06-11T06:12:26+08:00	mssonicbld	GitHub	signed	910152b6f737107baf1133e835021e9abada9b1b	[submodule] Update submodule sonic-linux-kernel to the latest HEAD automatically (#27716)
910152b6f737107baf1133e835021e9abada9b1b	2026-06-11T04:40:39+08:00	mssonicbld	GitHub	signed	693f4033df0dd086342aa46cdd0cf4cb19bcffe7	[submodule] Update submodule sonic-sairedis to the latest HEAD automatically (#27771)
693f4033df0dd086342aa46cdd0cf4cb19bcffe7	2026-06-11T04:40:32+08:00	mssonicbld	GitHub	signed	3d4fba65a9be1e312bbe8026b6a10fb50e172b6a	[submodule] Update submodule sonic-restapi to the latest HEAD automatically (#27770)
3d4fba65a9be1e312bbe8026b6a10fb50e172b6a	2026-06-11T04:40:09+08:00	mssonicbld	GitHub	signed	2de0e6798d037130443079d74d4072e4b5afe725	[submodule] Update submodule sonic-gnmi to the latest HEAD automatically (#27713)
2de0e6798d037130443079d74d4072e4b5afe725	2026-06-11T00:15:49+08:00	mssonicbld	GitHub	signed	8ef0ea654c728aa1489d8afa132892ba26e3c70e	[submodule] Update submodule dhcpmon to the latest HEAD automatically (#27708)
8ef0ea654c728aa1489d8afa132892ba26e3c70e	2026-06-10T22:13:01+08:00	mssonicbld	GitHub	signed	827617f3594991689ed3b5cdf6f336b5320be721	[submodule] Update submodule sonic-dash-ha to the latest HEAD automatically (#27710)
827617f3594991689ed3b5cdf6f336b5320be721	2026-06-10T21:12:27+08:00	mssonicbld	GitHub	signed	2082e4eeb916b1ba8b939a281ec36e3e5edf1496	[submodule] Update submodule sonic-genl-packet to the latest HEAD automatically (#27711)
2082e4eeb916b1ba8b939a281ec36e3e5edf1496	2026-06-10T19:40:40+08:00	mssonicbld	GitHub	signed	2b81d7fc01a748c052ce29b011fb9cf9ece4beb9	[submodule] Update submodule sonic-mgmt-framework to the latest HEAD automatically (#27718)
2b81d7fc01a748c052ce29b011fb9cf9ece4beb9	2026-06-10T06:12:44+08:00	mssonicbld	GitHub	signed	16b1f4757fb5c0508ab789f44456a292993889c8	Fix grpc version installed in the pmon container (#27743)
16b1f4757fb5c0508ab789f44456a292993889c8	2026-06-10T02:13:24+08:00	mssonicbld	GitHub	signed	ea4acb6bc29ea5a35237e04683089361c5193bf0	[docker-fpm-frr]: Fix tcmalloc package name for Trixie armhf (#27758)
